@relation 'ToWeka_sectionSegmentation'
@attribute m1 numeric
@attribute m5 numeric
@attribute m6 numeric
@attribute m7 numeric
@attribute m8 numeric
@attribute m9 numeric
@attribute m10 numeric
@attribute m13 numeric
@attribute v1 numeric
@attribute v2 numeric
@attribute v4 numeric
@attribute v12 numeric
@attribute v13 numeric
@attribute vCent numeric
@attribute vFlat numeric
@attribute class  {tani,	non_tani,	}
@data
-952.163452,-3.023333,8.793939,-5.360974,-14.097907,-6.844179,-4.237079,6.043258,2312.963135,242.686203,422.415161,55.735352,104.080704,0.000211,0.000161,tani
-945.695740,8.464425,12.490252,-8.692676,-8.250669,-0.679342,-8.312081,5.887987,1955.286865,438.174316,216.546051,23.486559,55.765064,0.000337,0.000297,tani
-930.751648,2.760849,9.247802,-4.078465,-8.379674,-2.048987,-0.720647,5.585520,5464.143066,480.242981,582.384094,65.837555,76.108490,0.000314,0.000291,tani
-950.746887,4.704247,4.761859,-15.030275,-17.210108,-6.896756,-8.000422,1.517232,2321.007324,270.199310,293.722412,22.518745,70.054085,0.000277,0.000136,tani
-958.984558,-9.355743,2.484478,-8.093138,-15.504464,-11.100246,-6.211352,1.045895,2714.875488,499.147552,476.909576,27.379234,27.975126,0.000475,0.000468,tani
-964.250122,-2.643523,3.550663,-16.337147,-19.170366,-8.378231,-7.089135,1.231869,115.533386,65.292847,59.599049,25.526779,65.884727,0.000059,0.000071,tani
-954.363770,6.381307,4.433845,-13.997910,-11.510928,-3.853195,-9.447271,2.585926,2389.588867,190.131042,493.087616,10.708194,58.189354,0.000162,0.000123,tani
-922.842529,0.345705,3.969692,-10.059683,-13.149466,-2.525469,-4.844039,6.632683,5478.608398,969.117798,507.645050,37.560535,69.673683,0.001003,0.000494,tani
-889.517944,11.499792,13.402916,3.042882,-2.205852,2.905825,-1.848513,10.787581,5574.681152,952.174683,350.891724,28.925472,65.563499,0.001620,0.000926,tani
-924.573120,2.941703,12.416539,6.641323,-5.146389,-4.786346,2.454562,9.714456,2642.090332,547.278442,212.438965,49.919155,56.605236,0.001472,0.001137,tani
-914.481567,12.438186,1.698176,-21.273123,-11.639399,1.917227,-6.322258,5.094690,3927.264648,1166.048584,482.377563,24.347815,37.477959,0.001201,0.000956,tani
-911.018250,17.271076,1.497522,-18.266155,-5.093515,3.299318,-5.124291,7.955901,5240.389160,1135.734253,664.879822,28.091539,32.921898,0.001084,0.000419,tani
-872.683472,10.049064,6.010237,-6.578573,-7.743711,0.249436,1.298758,6.253766,8075.732422,2531.761475,542.014832,57.429146,48.432137,0.001748,0.000687,tani
-891.864563,12.466984,10.594979,-1.905039,-6.211846,1.843892,0.521125,7.667857,5665.930176,1554.990601,427.006226,55.903419,41.068665,0.001513,0.000796,tani
-892.366333,14.167487,3.750049,-13.675671,-7.323936,3.169404,0.117548,6.862058,5965.548340,1624.122681,723.142395,35.707966,44.185562,0.001582,0.000806,tani
-917.928467,19.399557,18.740784,1.731119,-0.990774,3.529058,1.743661,7.165311,2585.162109,608.005432,141.749435,44.189693,42.838436,0.001494,0.001022,tani
-916.107056,18.135532,15.440534,-4.764220,-4.025308,7.106113,3.846921,8.953195,3392.024658,1142.808594,766.228638,47.360214,54.917423,0.001254,0.000944,tani
-887.144165,7.681475,10.037906,-4.135906,-8.815080,0.096547,2.159083,5.660752,6545.624023,1173.769653,588.842529,59.612049,75.801895,0.001286,0.001126,tani
-860.126404,22.776690,15.750177,3.577641,1.946215,4.140205,4.964343,4.227792,7165.208984,2156.097412,343.452850,58.761307,70.185059,0.001894,0.000857,tani
-890.938232,16.185591,6.190965,-18.858747,-10.925157,2.012540,0.296325,5.813417,7455.329102,1822.420044,627.250122,41.377102,37.914116,0.001581,0.000479,tani
-914.871155,19.805136,13.506911,-9.036567,-4.701139,3.197901,-3.230435,6.299588,4828.693359,1275.947510,642.386047,36.864677,52.279797,0.000954,0.000503,tani
-920.645935,8.176240,13.392187,-2.474149,-8.148080,-3.761408,0.480827,4.845204,4689.215820,1477.583740,634.211365,114.756432,77.740250,0.000998,0.000367,tani
-907.495422,21.888401,8.759289,-16.390375,-9.116929,4.107149,-2.401065,7.346812,3310.906250,1042.243530,491.100677,57.712696,94.707077,0.000793,0.000374,tani
-886.882202,6.826435,7.264811,-6.642015,-5.913114,-0.527728,-1.980380,6.572384,9486.791016,1302.245605,607.126587,93.616379,76.129562,0.001189,0.000816,tani
-898.228516,16.466305,10.431151,-3.178316,-3.773043,2.961852,2.227004,7.069653,4643.612305,948.986694,435.642059,73.083305,75.391121,0.000996,0.000650,tani
-903.661133,21.806379,15.060620,-7.557632,-3.704006,7.077197,1.306609,8.179960,3711.008301,681.738464,540.473572,33.471359,54.059242,0.000885,0.000941,tani
-908.862305,14.297538,11.800714,-4.640761,-4.838377,4.910774,0.781455,10.877717,3615.648682,799.703735,386.944214,93.223633,28.557543,0.001168,0.001002,tani
-887.152710,18.615076,14.731174,-2.265494,-3.878544,4.759482,0.535418,8.146544,4914.379883,918.900818,303.041473,45.109295,69.990417,0.001954,0.001537,tani
-894.100098,15.012025,9.057487,-0.921750,-3.643406,1.278769,1.867810,10.005102,4266.052734,1292.261108,238.846695,77.576820,50.403324,0.002369,0.001727,tani
-886.915283,20.693123,12.365241,-5.051838,-4.717534,7.268115,4.959342,12.176919,4404.257812,1088.777344,293.888824,40.816818,52.289001,0.001708,0.001118,tani
-872.498413,19.324987,10.205779,-1.709963,-2.953938,5.161600,1.893280,12.021751,5557.673828,1692.837036,293.988739,31.854460,25.291958,0.002062,0.001107,tani
-872.707764,22.055548,11.273356,-6.305902,-1.952813,9.124720,2.036795,11.772414,5369.248047,1559.136719,249.388000,54.273960,36.877407,0.001703,0.000990,tani
-897.659912,20.224463,14.346771,-0.439340,-0.784912,6.247943,1.549850,12.467721,3746.880859,1105.431885,176.612015,38.894840,35.043625,0.001639,0.000943,tani
-882.348328,15.616607,11.745858,1.982941,-0.646385,4.364037,3.853253,10.879538,5635.978516,1387.015991,370.318817,48.970547,45.741596,0.001898,0.001002,tani
-861.378296,19.155998,5.531748,-8.387822,-3.253194,4.148163,-2.101758,6.754654,7904.572266,1129.356567,271.675659,45.852631,46.092934,0.001278,0.000859,tani
-861.380127,17.398222,6.320274,-4.638029,-3.321139,4.050189,-0.163384,9.026802,6253.598145,1167.881836,307.716583,99.354225,58.232838,0.001673,0.000821,tani
-872.211426,14.736197,6.708707,-1.184410,-2.127090,4.693539,3.123576,11.662677,5768.531250,1606.703979,330.946564,56.185474,49.518898,0.002155,0.001220,tani
-822.570312,16.105986,10.262341,2.971062,2.034715,5.046588,1.907756,7.968922,8527.578125,1742.557617,430.162445,60.471558,58.252277,0.002340,0.001575,tani
-827.512512,14.597394,5.378335,-0.246364,0.760583,5.988386,4.855296,11.953599,7280.365234,2064.814941,352.210144,43.347370,50.732834,0.002617,0.000881,tani
-801.633911,18.417652,12.047178,5.086374,3.363982,8.810725,2.534379,10.714602,5408.687500,1978.315186,341.383667,51.732861,57.312244,0.002309,0.000788,tani
-798.344360,16.508358,8.121419,-1.808612,-0.139934,6.888641,2.742202,11.309572,5479.705078,1840.302734,320.756317,71.565796,65.948708,0.002426,0.000723,tani
-766.466614,22.948036,9.691269,2.197868,1.806258,9.173768,2.795904,11.163356,5418.680176,1778.520386,268.317657,61.517235,44.608120,0.002103,0.000697,tani
-863.733337,14.565943,7.517605,-1.392468,-2.980158,3.870925,0.935643,11.046814,6369.936523,1456.493896,258.903320,56.240604,35.280872,0.002093,0.001942,tani
-900.198242,15.112757,13.361966,2.545173,-3.204973,3.290615,6.319923,11.886723,3656.377197,991.442810,311.320984,46.796391,73.819664,0.001954,0.001440,tani
-872.032104,15.772220,14.948744,1.216684,-2.444417,7.177330,3.025920,8.740437,5088.620605,1234.797607,409.743530,51.913315,33.338058,0.002031,0.001346,tani
-879.060181,19.538483,13.541600,-10.649454,-7.409123,8.479768,5.547351,11.872395,7134.102539,1007.410095,545.318054,68.206528,103.650574,0.001044,0.000604,tani
-847.728210,20.461754,14.693109,-7.052543,-2.027514,11.229368,4.487811,11.012489,7790.427734,1155.213013,474.062775,47.311497,55.550190,0.001429,0.000515,tani
-867.478699,12.928503,9.538238,-2.491439,-2.216422,6.134200,1.311516,9.800702,4515.462402,1151.102051,398.650879,49.063000,43.133118,0.001352,0.001121,tani
-866.044373,19.405113,10.710966,-2.939422,-0.230212,9.735238,3.026655,10.365964,3104.314697,1043.288452,331.231598,44.515968,52.009148,0.001834,0.000904,tani
-888.377930,12.856714,7.550775,-4.202226,-3.057752,4.662348,-4.017588,5.504978,2794.447021,918.266479,290.169312,39.725956,36.430832,0.001556,0.000830,tani
-887.563232,14.907581,9.836571,0.947653,-0.480580,7.491441,2.918314,9.977566,2458.602295,840.483826,279.338409,56.336590,46.153858,0.001107,0.000762,tani
-876.556335,19.338001,14.156310,4.095765,1.903901,9.113413,-0.755954,7.174123,2256.055908,902.346680,237.885696,39.924828,60.640873,0.001339,0.000905,tani
-879.094177,16.539127,10.393332,1.687044,-1.515702,5.283201,1.925566,5.767401,2907.592041,797.471985,299.670837,40.191128,44.231575,0.001041,0.000703,tani
-865.500732,16.399334,10.733090,-1.630266,-0.811231,8.053756,0.971279,9.042403,3603.261230,873.446350,319.167358,49.031788,38.351707,0.001511,0.000644,tani
-858.293579,18.475584,11.560272,-0.551790,-1.564191,5.529026,0.456442,8.167872,3699.079590,877.783447,259.749664,32.126453,41.675072,0.001365,0.000715,tani
-871.225342,9.373569,3.325330,-5.698630,-6.767870,3.402331,-0.268488,8.657542,2618.831787,970.174561,290.988739,56.221874,54.260948,0.001875,0.000870,tani
-796.413757,13.922776,7.105405,0.237790,-1.335876,5.108684,1.295380,9.011084,6343.126953,1537.970215,299.729126,56.442661,35.567928,0.002079,0.000679,tani
-865.539978,9.565145,1.181455,-5.663179,-4.695089,0.475575,-0.662891,8.210676,2796.860352,923.641541,185.935455,34.309570,56.589569,0.001399,0.000703,tani
-845.659119,16.655445,7.495790,-3.132869,-1.024153,6.512887,-0.549642,8.793723,5764.137695,964.682495,318.789490,58.472759,36.590187,0.001521,0.000689,tani
-807.437805,17.215981,7.097876,3.286021,0.479423,5.102877,1.715316,10.196095,6371.509277,1163.382446,300.668304,39.557346,45.311218,0.001496,0.000601,tani
-849.903564,15.768753,11.857813,-0.751901,-3.025773,7.643091,0.904875,6.196395,4171.976562,1089.773682,248.788803,64.136566,55.244095,0.001195,0.000498,tani
-864.456909,11.431001,10.799924,4.213901,0.145854,5.586271,-1.706589,4.753832,3481.016602,684.199829,180.818893,45.843204,29.254791,0.000956,0.000406,tani
-832.156494,13.475125,7.903273,0.557871,-0.764484,6.247757,2.388380,7.159776,2576.612549,953.488525,188.731903,59.644054,47.742092,0.001033,0.000414,tani
-853.794678,10.859173,9.475594,3.516793,-0.133877,5.055518,0.031493,6.107330,3135.475830,810.692810,151.734940,38.584602,42.824326,0.000959,0.000402,tani
-845.567200,7.852039,8.376278,2.483248,-3.362645,2.851434,1.460871,4.906233,3303.616943,1039.965942,165.856384,56.907661,54.670631,0.001118,0.000593,tani
-807.119385,14.783823,10.474191,6.498791,2.087293,7.411735,2.681062,5.466443,4770.674316,1207.336182,182.976547,41.992451,55.746738,0.001712,0.000626,tani
-835.753784,11.411041,1.931607,-4.387974,-3.414725,2.851211,-0.653673,7.905125,4697.598145,1109.744629,298.637360,40.010029,30.073017,0.001828,0.000535,tani
-798.820740,21.361979,7.142362,-5.590666,-2.035396,9.508631,4.206778,9.647964,3875.171143,1082.124023,320.311157,25.028749,54.220135,0.001475,0.000516,tani
-772.906372,20.366766,8.014874,-4.744505,-2.301516,11.415273,5.129117,7.665701,5389.880859,1231.039429,186.589981,34.456799,36.718613,0.001192,0.000356,tani
-798.181702,19.982059,8.525067,-1.274378,2.089598,8.759705,3.708923,9.118835,6443.219727,1514.741699,291.509155,77.826195,44.393017,0.001462,0.000460,tani
-790.331177,19.070765,10.563051,-3.265063,1.269890,9.111373,2.819260,6.728851,7498.799805,1231.923462,292.910461,40.395496,33.879646,0.001529,0.000377,tani
-780.897522,10.600532,8.317674,-0.177172,0.904733,6.715820,2.315734,7.871431,7399.921875,1227.884399,286.382324,40.703892,42.385529,0.001373,0.000468,tani
-787.267517,6.390182,8.743742,1.479810,-1.046704,6.112983,2.018842,9.509096,7855.103516,1164.401123,176.691498,45.673061,41.726429,0.001554,0.000793,tani
-797.853577,8.859389,6.988430,-0.204020,-4.512226,6.902657,2.788550,7.821413,5618.180176,800.741638,202.765396,50.862915,54.943405,0.001304,0.000579,tani
-783.021790,2.757053,6.247808,1.425904,-1.276648,6.900947,5.161911,8.464386,9847.140625,1169.321045,213.074356,41.931320,54.204784,0.001455,0.000469,tani
-781.509583,8.647310,8.239135,-0.141410,-2.008613,8.688667,2.678987,7.944941,6708.859375,1127.943481,141.115494,57.383224,30.042112,0.001709,0.001225,tani
-770.070557,8.296514,3.513216,0.654243,1.262644,8.349428,4.610955,8.009439,6880.376953,1540.034180,186.464310,54.233585,43.466705,0.001936,0.000740,tani
-787.827209,10.086362,3.722929,-3.084934,0.733523,9.217266,2.265010,9.942669,9143.314453,946.985107,231.209976,63.379139,44.995613,0.001509,0.000460,tani
-752.118408,12.820198,7.222913,-4.595208,-0.580672,10.744188,4.772649,10.288195,7183.015137,1545.044067,195.033981,42.849552,24.045105,0.001765,0.001072,tani
-807.177979,3.715639,5.101796,4.099669,-1.577860,2.644456,4.638310,10.120774,10808.204102,1265.540405,258.074890,48.014793,36.106743,0.001926,0.001858,tani
-806.792419,9.411431,8.684390,-2.950902,-2.534632,7.246682,2.393648,8.466115,10722.267578,1360.604126,274.083252,41.228081,41.677345,0.001940,0.001426,tani
-817.754578,16.524797,8.587802,0.889322,4.347857,7.195298,3.425975,9.499537,9664.000000,1509.830811,257.347931,29.672386,37.925907,0.002001,0.002057,tani
-886.204285,16.767187,12.374560,3.330982,1.994670,6.199676,-0.313999,10.919679,5910.322266,914.783325,377.420532,42.714859,47.226242,0.001203,0.001030,tani
-815.216797,5.069831,7.350137,4.132988,1.655281,6.576551,3.788268,9.039784,11636.726562,1364.932861,206.236938,58.030643,39.129578,0.002390,0.003272,tani
-791.533569,21.590813,6.599405,-5.912403,2.850663,13.073925,2.957117,9.451961,10762.771484,1136.378418,243.038620,28.092226,31.995218,0.001663,0.001209,tani
-820.204956,7.462214,5.254286,5.091740,-1.696528,5.059090,5.922670,9.407340,9927.110352,1192.205322,212.589981,50.063828,43.613609,0.002284,0.003083,tani
-801.885742,16.566793,8.691477,-6.241779,-2.495643,7.450998,0.471069,9.671967,12300.284180,1511.702881,274.162415,53.015755,60.852245,0.001804,0.000910,tani
-817.568115,15.935294,5.731205,-5.657770,-1.529417,7.628048,4.137271,8.934562,9279.892578,1808.013550,301.795380,39.508709,53.452499,0.001803,0.000997,tani
-833.796204,18.022024,12.931229,-2.283909,-1.451741,7.343508,2.601190,8.434556,9265.580078,1545.479980,326.675659,39.662918,30.765280,0.001332,0.000860,tani
-785.054993,9.715023,4.811716,-6.712289,1.491683,9.703791,2.759557,9.201630,11194.347656,1133.946899,321.972321,58.939915,28.966644,0.001768,0.001308,tani
-767.025940,13.756872,6.077559,-6.816823,3.105589,11.883036,3.227133,10.052908,10173.949219,1351.366821,280.949158,48.659645,40.552341,0.001634,0.001101,tani
-799.760437,8.285284,6.971217,0.899346,1.287802,6.525897,2.749757,8.140771,10529.285156,1728.786011,344.715424,48.527668,44.941593,0.002229,0.001875,tani
-788.193176,12.571427,4.730279,-3.933180,2.163477,7.648425,6.252889,8.565815,12176.031250,1561.613770,263.331940,38.520329,36.814152,0.001676,0.000559,tani
-780.419922,15.839176,8.326611,-1.001591,4.015160,8.273927,3.764479,10.083524,8643.059570,1829.078491,237.424347,33.354782,53.606049,0.002101,0.001994,tani
-789.072083,17.585274,8.488770,-3.696022,5.123432,9.154925,1.657162,8.462845,10028.099609,1664.593506,183.102448,48.269520,52.285011,0.001956,0.001092,tani
-776.479126,15.049331,5.565547,-9.315947,0.376695,10.852080,3.144635,10.356036,9902.200195,1139.852051,216.781601,43.159775,40.791286,0.001504,0.001902,tani
-732.714600,24.780163,7.292950,-10.006537,4.329899,14.156453,5.481846,7.903167,7124.619141,1141.023071,257.673523,32.791344,37.787529,0.001518,0.000493,tani
-940.526672,-1.627663,1.123175,-14.165781,-12.847972,-5.123507,-8.139131,1.156001,1947.704834,203.765594,184.801895,65.717087,51.752636,0.000531,0.000492,tani
-930.233826,4.223692,8.353080,-6.465835,-11.279520,-0.178854,-5.238433,1.365075,2055.519287,409.719940,152.578888,58.115196,36.930099,0.000660,0.000608,tani
-942.924683,2.938237,0.971355,-14.113823,-10.378514,0.409408,-5.539248,1.007398,4064.409180,379.153503,292.948761,56.166779,64.170540,0.000665,0.000489,tani
-897.034973,19.635445,17.140867,1.461848,-0.377415,10.975628,2.809100,6.282735,4950.578125,599.305420,153.161774,58.286022,52.723480,0.000964,0.000751,tani
-922.147095,24.764397,18.974276,-0.710674,-0.969939,12.286198,6.130986,9.570254,5531.324707,457.351776,227.811172,33.626076,39.559258,0.000748,0.001395,tani
-956.533630,5.641098,5.498216,-11.288163,-15.157300,-3.091285,-2.677262,2.396314,3403.752441,389.364716,350.438660,53.479660,75.196136,0.000940,0.000712,tani
-967.873962,5.649700,7.207775,-12.158094,-16.533428,-2.609169,-4.374673,-0.420449,2302.531738,189.392914,203.103607,75.107399,39.213238,0.000439,0.000320,tani
-916.024597,0.010219,8.382491,-4.573081,-9.146448,-3.851310,-6.891395,-4.313650,7688.433105,505.862122,259.043213,68.475395,54.737728,0.000914,0.000343,tani
-926.241150,18.588591,19.800430,0.489233,-4.539984,7.901640,4.131197,3.105287,3915.192871,594.290039,250.294189,88.023193,63.614601,0.000720,0.000467,tani
-933.398254,11.106021,15.610520,0.215426,-3.068375,10.208094,3.869359,5.347229,3991.182129,470.437134,225.677872,47.278950,43.807335,0.000834,0.001173,tani
-949.019043,1.620858,3.499984,-7.550500,-11.606545,-1.972785,-2.207590,1.381342,4959.691406,271.654724,165.736465,53.699432,53.181290,0.000510,0.000276,tani
-889.837097,2.611276,10.386129,-2.304914,-4.504985,3.986948,-1.036484,0.935402,6003.576660,495.797821,223.485184,59.603222,42.072987,0.000840,0.000215,tani
-906.456360,7.460097,9.803064,-5.030236,-6.749269,1.129764,0.219299,-0.548178,5989.531738,475.135010,118.277855,38.424484,45.777283,0.000810,0.000232,tani
-920.923462,6.775424,13.460608,1.334077,-7.097495,1.059407,-0.650830,-2.876718,6074.898438,378.164276,105.027603,71.843529,52.704113,0.000486,0.000262,tani
-909.305542,7.466400,14.043093,-1.262297,-5.663582,4.140625,-0.100702,1.147253,5491.423340,526.512695,229.395599,44.277897,64.421516,0.000965,0.001466,tani
-908.302368,14.389381,16.012882,-0.547855,-2.321916,4.974544,4.036771,-4.193039,6877.457520,622.463501,165.350723,132.561737,51.217133,0.001117,0.000506,tani
-899.140442,14.061302,17.199856,-3.353627,-3.462149,8.072712,1.878901,-0.573532,6217.821777,1137.589844,242.687286,46.978508,30.526855,0.001658,0.001168,tani
-893.216797,14.877605,12.129162,-1.297531,-1.254161,3.139215,2.784372,0.614312,6818.980957,1262.793701,178.428085,77.004822,44.921722,0.001735,0.001630,tani
-880.396851,8.433518,15.018810,0.059439,-3.917050,2.880111,0.329426,-1.148109,5510.326660,473.019623,172.157394,51.519497,35.132885,0.000641,0.000305,tani
-906.116028,10.306562,10.466683,-4.481966,-6.197794,2.342675,-1.052014,-0.775589,5826.252930,560.785156,155.144562,39.995163,57.996040,0.000946,0.000352,tani
-890.241150,14.274467,19.623039,2.534513,-2.298161,5.170033,0.818518,-1.294050,5879.304199,758.471863,152.745697,90.336784,31.620726,0.001205,0.001422,tani
-908.812073,12.991371,14.437891,0.380038,-4.252718,4.266047,1.093539,-0.386437,6472.959473,996.195740,233.071671,52.765247,74.610863,0.001343,0.000862,tani
-908.963135,6.689066,8.110110,-0.419904,-4.474174,3.134829,-1.739929,3.470249,7779.958984,587.463074,115.089325,84.167175,62.021477,0.001086,0.001381,tani
-885.347595,14.738351,18.498545,-1.254714,-1.562460,5.874820,-1.383475,1.234390,6439.683594,443.357086,288.746704,35.337391,40.585445,0.000749,0.000601,tani
-906.880432,6.566250,14.405865,2.934427,-4.266462,1.115239,-2.979481,0.074945,6917.965332,597.108276,233.513382,62.692417,33.489990,0.001131,0.000851,tani
-896.724060,16.695539,19.438972,0.508569,-2.812626,7.878493,2.531808,-1.273641,7029.960938,542.748779,116.253204,60.731861,35.336052,0.000798,0.000599,tani
-909.506226,9.949216,12.128981,-5.196247,-5.393347,0.179500,-0.764830,-1.374247,7518.823242,1136.148315,332.519928,69.956474,52.197380,0.002014,0.001337,tani
-916.615295,8.555966,9.258475,-0.665600,-2.289668,-1.924819,-4.315962,-1.063986,6499.753906,582.854797,203.841827,46.162174,61.966133,0.001057,0.001297,tani
-929.585754,10.022746,11.762795,-2.768874,-4.591862,-0.911048,-5.826343,-2.333130,7631.851562,599.390808,113.094040,49.334572,53.511776,0.000831,0.000670,tani
-959.183228,4.322740,4.138852,-13.773709,-15.493413,-4.805072,-6.330700,-1.356172,3662.530762,306.209564,136.862076,69.611702,55.813320,0.000565,0.000584,tani
-904.987488,5.402891,11.593239,-0.213664,-8.603552,-2.992780,-3.060461,-0.238614,6906.279297,388.118500,225.589325,58.507381,38.222816,0.000771,0.000466,tani
-985.204468,-2.368059,-2.769072,-16.206656,-15.078731,-6.651368,-4.228481,-0.378911,2168.078125,332.054443,190.983017,51.994644,42.674911,0.000557,0.000524,tani
-928.216370,23.215429,14.935524,-10.040003,-12.475432,0.633122,5.733274,-0.103041,5147.864258,979.208740,440.385162,81.348969,46.589775,0.001179,0.000358,tani
-917.534790,20.612583,10.008656,-19.771929,-13.161259,4.551323,1.156019,3.613427,5704.715820,1273.123169,521.536499,47.262863,52.412048,0.001293,0.000494,tani
-921.059509,25.239779,6.104778,-20.262363,-13.272923,3.292829,1.457862,3.015535,5636.017578,1079.594116,403.991882,66.097946,64.114136,0.001108,0.000389,tani
-923.411560,20.600464,6.743393,-19.938318,-11.459369,6.273376,1.954068,1.249788,6863.921875,1017.674194,607.399841,46.787918,66.871132,0.001185,0.000466,tani
-943.198853,16.693756,2.194071,-23.053835,-17.024668,2.288348,1.159430,4.506790,4886.022461,866.847778,500.436005,47.859924,30.509727,0.001236,0.000519,tani
-869.316406,25.340244,10.959343,-19.543119,-13.251063,3.293687,5.646523,1.862210,7128.738281,1023.398132,517.138062,68.446739,48.941063,0.001125,0.000299,tani
-884.566772,27.093813,12.294694,-11.855760,-10.048841,4.062304,7.830343,5.886341,6843.828613,1370.552612,398.703217,65.544205,66.201843,0.001215,0.000379,tani
-892.451782,24.721016,9.515298,-16.246399,-11.592989,4.147863,1.808799,8.339650,8535.196289,1125.885864,339.626862,71.260727,61.705227,0.001232,0.000314,tani
-893.772400,28.639652,8.379772,-19.541494,-10.023783,6.652724,6.431496,3.348370,8296.952148,1028.202271,398.965942,40.827271,67.348106,0.001209,0.000382,tani
-914.220215,20.823578,4.393370,-17.219587,-13.280544,2.520361,1.525429,5.367441,7038.930176,1091.135376,427.867645,72.861908,75.664711,0.001385,0.000403,tani
-887.007202,19.470379,14.321382,-12.501224,-9.227717,3.355300,3.820555,3.601171,8208.593750,1172.550049,357.250641,61.186230,56.243595,0.001450,0.001031,tani
-892.402405,24.523037,9.133766,-19.265322,-12.598483,4.643082,4.664563,2.210052,7886.571777,1353.215332,315.549774,46.365726,45.752789,0.001363,0.001288,tani
-896.747192,27.717106,6.019074,-17.604435,-10.250896,1.776111,3.225599,3.766839,7128.760742,1380.307129,267.705963,30.099352,45.929825,0.001440,0.000611,tani
-866.429199,23.900801,11.237958,-11.717913,-7.015575,5.513501,8.795449,4.872027,8355.089844,1339.675781,301.074219,47.911385,50.281246,0.001317,0.000514,tani
-909.577698,28.264210,11.889401,-13.872368,-8.389261,3.891774,4.940701,6.009982,6101.625488,1196.719116,453.103760,42.394100,47.270767,0.001207,0.000269,tani
-926.490112,15.593753,5.779916,-16.887552,-8.938247,2.304665,1.554738,8.656286,6825.907715,962.954895,301.215149,46.255581,46.645336,0.001398,0.002533,tani
-882.674255,25.901615,12.177321,-16.128422,-9.706185,4.699478,2.496637,5.787625,8284.443359,1396.402588,423.280670,51.248001,35.558983,0.001413,0.000478,tani
-882.786072,28.069382,11.025590,-12.712893,-4.381052,8.442897,6.298551,4.216579,7029.686523,1227.853394,286.265381,36.080112,61.567917,0.001352,0.000378,tani
-867.807983,16.417467,9.108478,-15.594227,-8.149257,3.792130,5.346551,7.782672,9356.116211,1096.715942,252.129944,51.252083,38.867741,0.001335,0.001551,tani
-880.946655,23.378962,8.850167,-14.397486,-4.527961,4.225915,1.251894,8.816936,8244.447266,1497.257446,287.665649,50.854588,50.454556,0.001707,0.001715,tani
-889.952698,19.338581,10.916635,-12.064570,-5.688945,4.208944,3.911860,7.940115,9938.696289,1151.961914,380.174011,48.569969,38.774151,0.001401,0.001002,tani
-871.919556,22.277641,12.300179,-14.451429,-7.335054,1.771662,2.793453,7.227328,10643.821289,1032.918701,426.966370,74.645660,40.378441,0.001038,0.000369,tani
-899.392578,28.694962,10.825395,-13.424816,-4.670698,9.366674,2.647776,4.416178,6312.546387,1355.429199,426.863678,63.692043,49.964157,0.001502,0.000501,tani
-925.337524,18.519270,5.430208,-20.192257,-14.677370,-1.182599,-0.460975,6.324089,6452.181152,1052.835571,589.202759,52.997242,59.955997,0.001176,0.000705,tani
-901.689453,31.678516,13.641553,-15.869242,-10.968131,6.586966,5.088572,5.770257,5200.651855,1284.077148,412.581543,58.044582,51.087791,0.001429,0.000594,tani
-928.366760,24.017731,7.471443,-16.601900,-10.873749,3.400932,2.121647,6.215107,5055.361816,1111.949097,417.812500,47.729515,68.348572,0.001423,0.000612,tani
-905.134155,27.679405,9.824310,-22.798077,-15.869592,3.215530,2.600843,2.067943,7724.145020,1027.961792,464.396149,40.976788,59.467136,0.001097,0.000406,tani
-884.649292,19.462330,10.116702,-14.415247,-9.174867,4.383577,5.095871,5.476892,6807.856934,885.922791,316.401154,64.552017,66.429710,0.000953,0.000344,tani
-882.593201,21.208042,8.026098,-17.497332,-14.618268,0.206972,3.212060,7.962441,7149.612305,1014.361023,444.222351,51.335087,57.043087,0.000975,0.000252,tani
-899.918335,26.007969,11.393996,-14.088231,-9.971703,2.585297,1.615192,4.298322,6526.211426,898.658630,402.872803,47.207096,51.274323,0.001076,0.000258,tani
-875.663147,22.699099,11.059319,-15.389762,-9.945689,4.603270,3.480202,6.539160,6463.422852,1069.631714,377.737091,48.930069,50.425972,0.001253,0.000287,tani
-881.239075,24.190178,11.090168,-14.600496,-10.407377,3.695006,3.294551,5.065810,6121.789551,1192.291138,262.209473,56.909199,48.515831,0.001268,0.000471,tani
-881.887695,24.342691,11.871733,-15.495187,-8.155999,8.209435,5.099752,5.831705,6304.421875,938.668518,326.244812,66.796349,67.202110,0.000979,0.000507,tani
-892.128357,18.176685,8.880965,-13.305104,-11.408304,-0.699437,0.784814,3.810564,6959.308105,978.757935,434.185364,67.733704,70.697380,0.001326,0.000320,tani
-896.378235,25.759069,13.482764,-15.610637,-10.463881,6.417460,3.367959,4.066137,6220.398926,847.442993,404.446991,39.740246,39.167179,0.000906,0.000331,tani
-876.684082,26.495274,10.102667,-15.423888,-10.473898,5.748409,4.084458,7.684280,6131.645996,886.080200,394.879333,57.743347,59.949165,0.000887,0.000622,tani
-884.646545,28.817493,12.570680,-14.490910,-9.718385,4.742138,3.754161,4.345817,6089.350586,1009.837402,532.514404,45.435184,77.200943,0.000956,0.000343,tani
